"TypeCode,""FreqCode"",""RefPeriodId"",""RefYear"",""RefMonth"",""Period"",""ReporterCode"",""ReporterISO"",""ReporterDesc"",""FlowCode"",""FlowDesc"",""PartnerCode"",""PartnerISO"",""PartnerDesc"",""Partner2Code"",""Partner2ISO"",""Partner2Desc"",""ClassificationCode"",""ClassificationSearchCode"",""IsOriginalClassification"",""CmdCode"",""CmdDesc"",""AggrLevel"",""IsLeaf"",""CustomsCode"",""CustomsDesc"",""MosCode"",""MotCode"",""MotDesc"",""QtyUnitCode"",""QtyUnitAbbr"",""Qty"",""IsQtyEstimated"",""AltQtyUnitCode"",""AltQtyUnitAbbr"",""AltQty"",""IsAltQtyEstimated"",""NetWgt"",""IsNetWgtEstimated"",""GrossWgt"",""IsGrossWgtEstimated"",""Cifvalue"",""Fobvalue"",""PrimaryValue"",""LegacyEstimationFlag"",""IsReported"",""IsAggregate"","
"C,""A"",""20190101"",""2019"",""52"",""2019"",""266"",""GAB"",""Gabon"",""X"",""Export"",""156"",""CHN"",""China"",""0"",""W00"",""World"",""H3"",""HS"",""true"",""270900"",""Oils petroleum oils and oils obtained from bituminous minerals, crude"",""6"",""true"",""C00"",""TOTAL CPC"",""0"",""0"",""TOTAL MOT"",""8"",""kg"",""6308618000"",""false"",""19"",""BBL"",""3444973360"",""false"",""6308618000"",""false"",""0"",""false"",,""2919236261.48"",""2919236261.48"",""0"",""true"",""false"","
"C,""A"",""20190101"",""2019"",""52"",""2019"",""266"",""GAB"",""Gabon"",""X"",""Export"",""178"",""COG"",""Congo"",""0"",""W00"",""World"",""H3"",""HS"",""true"",""270900"",""Oils petroleum oils and oils obtained from bituminous minerals, crude"",""6"",""true"",""C00"",""TOTAL CPC"",""0"",""0"",""TOTAL MOT"",""8"",""kg"",""7"",""false"",""19"",""BBL"",""7"",""false"",""7"",""false"",""0"",""false"",,""24.504"",""24.504"",""0"",""true"",""false"","
"C,""A"",""20190101"",""2019"",""52"",""2019"",""266"",""GAB"",""Gabon"",""X"",""Export"",""251"",""FRA"",""France"",""0"",""W00"",""World"",""H3"",""HS"",""true"",""270900"",""Oils petroleum oils and oils obtained from bituminous minerals, crude"",""6"",""true"",""C00"",""TOTAL CPC"",""0"",""0"",""TOTAL MOT"",""8"",""kg"",""97"",""false"",""19"",""BBL"",""80"",""false"",""97"",""false"",""0"",""false"",,""472.049"",""472.049"",""0"",""true"",""false"","
"C,""A"",""20190101"",""2019"",""52"",""2019"",""266"",""GAB"",""Gabon"",""X"",""Export"",""276"",""DEU"",""Germany"",""0"",""W00"",""World"",""H3"",""HS"",""true"",""270900"",""Oils petroleum oils and oils obtained from bituminous minerals, crude"",""6"",""true"",""C00"",""TOTAL CPC"",""0"",""0"",""TOTAL MOT"",""8"",""kg"",""34"",""false"",""19"",""BBL"",""34"",""false"",""34"",""false"",""0"",""false"",,""159.951"",""159.951"",""0"",""true"",""false"","
"C,""A"",""20190101"",""2019"",""52"",""2019"",""266"",""GAB"",""Gabon"",""X"",""Export"",""300"",""GRC"",""Greece"",""0"",""W00"",""World"",""H3"",""HS"",""true"",""270900"",""Oils petroleum oils and oils obtained from bituminous minerals, crude"",""6"",""true"",""C00"",""TOTAL CPC"",""0"",""0"",""TOTAL MOT"",""8"",""kg"",""34588200"",""false"",""19"",""BBL"",""256135"",""false"",""34588200"",""false"",""0"",""false"",,""14265026.662"",""14265026.662"",""0"",""true"",""false"","
"C,""A"",""20190101"",""2019"",""52"",""2019"",""266"",""GAB"",""Gabon"",""X"",""Export"",""380"",""ITA"",""Italy"",""0"",""W00"",""World"",""H3"",""HS"",""true"",""270900"",""Oils petroleum oils and oils obtained from bituminous minerals, crude"",""6"",""true"",""C00"",""TOTAL CPC"",""0"",""0"",""TOTAL MOT"",""8"",""kg"",""354195100"",""false"",""19"",""BBL"",""131867920"",""false"",""354195100"",""false"",""0"",""false"",,""150555390.798"",""150555390.798"",""0"",""true"",""false"","
"C,""A"",""20190101"",""2019"",""52"",""2019"",""266"",""GAB"",""Gabon"",""X"",""Export"",""408"",""PRK"",""Dem. People's Rep. of Korea"",""0"",""W00"",""World"",""H3"",""HS"",""true"",""270900"",""Oils petroleum oils and oils obtained from bituminous minerals, crude"",""6"",""true"",""C00"",""TOTAL CPC"",""0"",""0"",""TOTAL MOT"",""8"",""kg"",""132867000"",""false"",""19"",""BBL"",""132867000"",""false"",""132867000"",""false"",""0"",""false"",,""66049993.803"",""66049993.803"",""0"",""true"",""false"","
"C,""A"",""20190101"",""2019"",""52"",""2019"",""266"",""GAB"",""Gabon"",""X"",""Export"",""410"",""KOR"",""Rep. of Korea"",""0"",""W00"",""World"",""H3"",""HS"",""true"",""270900"",""Oils petroleum oils and oils obtained from bituminous minerals, crude"",""6"",""true"",""C00"",""TOTAL CPC"",""0"",""0"",""TOTAL MOT"",""8"",""kg"",""392037000"",""false"",""19"",""BBL"",""2868201"",""false"",""392037000"",""false"",""0"",""false"",,""189050678.074"",""189050678.074"",""0"",""true"",""false"","
"C,""A"",""20190101"",""2019"",""52"",""2019"",""266"",""GAB"",""Gabon"",""X"",""Export"",""458"",""MYS"",""Malaysia"",""0"",""W00"",""World"",""H3"",""HS"",""true"",""270900"",""Oils petroleum oils and oils obtained from bituminous minerals, crude"",""6"",""true"",""C00"",""TOTAL CPC"",""0"",""0"",""TOTAL MOT"",""8"",""kg"",""179078922"",""false"",""19"",""BBL"",""95127919"",""false"",""179078922"",""false"",""0"",""false"",,""75692186.801"",""75692186.801"",""0"",""true"",""false"","
"C,""A"",""20190101"",""2019"",""52"",""2019"",""266"",""GAB"",""Gabon"",""X"",""Export"",""528"",""NLD"",""Netherlands"",""0"",""W00"",""World"",""H3"",""HS"",""true"",""270900"",""Oils petroleum oils and oils obtained from bituminous minerals, crude"",""6"",""true"",""C00"",""TOTAL CPC"",""0"",""0"",""TOTAL MOT"",""8"",""kg"",""129431177"",""false"",""19"",""BBL"",""932867"",""false"",""129431177"",""false"",""0"",""false"",,""57058766.173"",""57058766.173"",""0"",""true"",""false"","
"C,""A"",""20190101"",""2019"",""52"",""2019"",""266"",""GAB"",""Gabon"",""X"",""Export"",""579"",""NOR"",""Norway"",""0"",""W00"",""World"",""H3"",""HS"",""true"",""270900"",""Oils petroleum oils and oils obtained from bituminous minerals, crude"",""6"",""true"",""C00"",""TOTAL CPC"",""0"",""0"",""TOTAL MOT"",""8"",""kg"",""2"",""false"",""19"",""BBL"",""2"",""false"",""2"",""false"",""0"",""false"",,""11.198"",""11.198"",""0"",""true"",""false"","
"C,""A"",""20190101"",""2019"",""52"",""2019"",""266"",""GAB"",""Gabon"",""X"",""Export"",""699"",""IND"",""India"",""0"",""W00"",""World"",""H3"",""HS"",""true"",""270900"",""Oils petroleum oils and oils obtained from bituminous minerals, crude"",""6"",""true"",""C00"",""TOTAL CPC"",""0"",""0"",""TOTAL MOT"",""8"",""kg"",""16"",""false"",""19"",""BBL"",""16"",""false"",""16"",""false"",""0"",""false"",,""20.083"",""20.083"",""0"",""true"",""false"","
"C,""A"",""20190101"",""2019"",""52"",""2019"",""266"",""GAB"",""Gabon"",""X"",""Export"",""702"",""SGP"",""Singapore"",""0"",""W00"",""World"",""H3"",""HS"",""true"",""270900"",""Oils petroleum oils and oils obtained from bituminous minerals, crude"",""6"",""true"",""C00"",""TOTAL CPC"",""0"",""0"",""TOTAL MOT"",""8"",""kg"",""453752373"",""false"",""19"",""BBL"",""59659856"",""false"",""453752373"",""false"",""0"",""false"",,""210219542.454"",""210219542.454"",""0"",""true"",""false"","
"C,""A"",""20190101"",""2019"",""52"",""2019"",""266"",""GAB"",""Gabon"",""X"",""Export"",""724"",""ESP"",""Spain"",""0"",""W00"",""World"",""H3"",""HS"",""true"",""270900"",""Oils petroleum oils and oils obtained from bituminous minerals, crude"",""6"",""true"",""C00"",""TOTAL CPC"",""0"",""0"",""TOTAL MOT"",""8"",""kg"",""90243500"",""false"",""19"",""BBL"",""651285"",""false"",""90243500"",""false"",""0"",""false"",,""38384127.731"",""38384127.731"",""0"",""true"",""false"","
"C,""A"",""20190101"",""2019"",""52"",""2019"",""266"",""GAB"",""Gabon"",""X"",""Export"",""826"",""GBR"",""United Kingdom"",""0"",""W00"",""World"",""H3"",""HS"",""true"",""270900"",""Oils petroleum oils and oils obtained from bituminous minerals, crude"",""6"",""true"",""C00"",""TOTAL CPC"",""0"",""0"",""TOTAL MOT"",""8"",""kg"",""216977817"",""false"",""19"",""BBL"",""84042133"",""false"",""216977817"",""false"",""0"",""false"",,""103052480.842"",""103052480.842"",""0"",""true"",""false"","
"C,""A"",""20190101"",""2019"",""52"",""2019"",""266"",""GAB"",""Gabon"",""X"",""Export"",""842"",""USA"",""USA"",""0"",""W00"",""World"",""H3"",""HS"",""true"",""270900"",""Oils petroleum oils and oils obtained from bituminous minerals, crude"",""6"",""true"",""C00"",""TOTAL CPC"",""0"",""0"",""TOTAL MOT"",""8"",""kg"",""92378153"",""false"",""19"",""BBL"",""676353"",""false"",""92378153"",""false"",""0"",""false"",,""43344136.991"",""43344136.991"",""0"",""true"",""false"","
"C,""A"",""20190101"",""2019"",""52"",""2019"",""268"",""GEO"",""Georgia"",""X"",""Export"",""0"",""W00"",""World"",""0"",""W00"",""World"",""H5"",""HS"",""true"",""270900"",""Oils petroleum oils and oils obtained from bituminous minerals, crude"",""6"",""true"",""C00"",""TOTAL CPC"",""0"",""0"",""TOTAL MOT"",""8"",""kg"",""25.3"",""false"",""8"",""kg"",""25.3"",""false"",""25.3"",""false"",""0"",""false"",,""99"",""99"",""0"",""false"",""true"","
"C,""A"",""20190101"",""2019"",""52"",""2019"",""268"",""GEO"",""Georgia"",""X"",""Export"",""31"",""AZE"",""Azerbaijan"",""0"",""W00"",""World"",""H5"",""HS"",""true"",""270900"",""Oils petroleum oils and oils obtained from bituminous minerals, crude"",""6"",""true"",""C00"",""TOTAL CPC"",""0"",""0"",""TOTAL MOT"",""8"",""kg"",""5.3"",""false"",""8"",""kg"",""5.3"",""false"",""5.3"",""false"",""0"",""false"",,""90"",""90"",""0"",""false"",""true"","
"C,""A"",""20190101"",""2019"",""52"",""2019"",""268"",""GEO"",""Georgia"",""X"",""Export"",""826"",""GBR"",""United Kingdom"",""0"",""W00"",""World"",""H5"",""HS"",""true"",""270900"",""Oils petroleum oils and oils obtained from bituminous minerals, crude"",""6"",""true"",""C00"",""TOTAL CPC"",""0"",""0"",""TOTAL MOT"",""8"",""kg"",""20"",""false"",""8"",""kg"",""20"",""false"",""20"",""false"",""0"",""false"",,""9"",""9"",""0"",""false"",""true"","
"C,""A"",""20190101"",""2019"",""52"",""2019"",""276"",""DEU"",""Germany"",""X"",""Export"",""0"",""W00"",""World"",""0"",""W00"",""World"",""H5"",""HS"",""true"",""270900"",""Oils petroleum oils and oils obtained from bituminous minerals, crude"",""6"",""true"",""C00"",""TOTAL CPC"",""0"",""0"",""TOTAL MOT"",""8"",""kg"",""107071787"",""false"",""8"",""kg"",""107071787"",""false"",""107071787"",""false"",""0"",""false"",,""42769237.65"",""42769237.65"",""0"",""false"",""true"","
"C,""A"",""20190101"",""2019"",""52"",""2019"",""276"",""DEU"",""Germany"",""X"",""Export"",""40"",""AUT"",""Austria"",""0"",""W00"",""World"",""H5"",""HS"",""true"",""270900"",""Oils petroleum oils and oils obtained from bituminous minerals, crude"",""6"",""true"",""C00"",""TOTAL CPC"",""0"",""0"",""TOTAL MOT"",""8"",""kg"",""1943787"",""false"",""8"",""kg"",""1943787"",""false"",""1943787"",""false"",""0"",""false"",,""735250.161"",""735250.161"",""0"",""false"",""true"","
"C,""A"",""20190101"",""2019"",""52"",""2019"",""276"",""DEU"",""Germany"",""X"",""Export"",""724"",""ESP"",""Spain"",""0"",""W00"",""World"",""H5"",""HS"",""true"",""270900"",""Oils petroleum oils and oils obtained from bituminous minerals, crude"",""6"",""true"",""C00"",""TOTAL CPC"",""0"",""0"",""TOTAL MOT"",""8"",""kg"",""105128000"",""false"",""8"",""kg"",""105128000"",""false"",""105128000"",""false"",""0"",""false"",,""42033987.489"",""42033987.489"",""0"",""false"",""true"","
"C,""A"",""20190101"",""2019"",""52"",""2019"",""288"",""GHA"",""Ghana"",""X"",""Export"",""0"",""W00"",""World"",""0"",""W00"",""World"",""H5"",""HS"",""true"",""270900"",""Oils petroleum oils and oils obtained from bituminous minerals, crude"",""6"",""true"",""C00"",""TOTAL CPC"",""0"",""0"",""TOTAL MOT"",""8"",""kg"",""7230788789"",""false"",""8"",""kg"",""7230788789"",""false"",""7230788789"",""false"",""0"",""false"",,""5251688769.828"",""5251688769.828"",""0"",""false"",""true"","
"C,""A"",""20190101"",""2019"",""52"",""2019"",""288"",""GHA"",""Ghana"",""X"",""Export"",""124"",""CAN"",""Canada"",""0"",""W00"",""World"",""H5"",""HS"",""true"",""270900"",""Oils petroleum oils and oils obtained from bituminous minerals, crude"",""6"",""true"",""C00"",""TOTAL CPC"",""0"",""0"",""TOTAL MOT"",""8"",""kg"",""261115000"",""false"",""8"",""kg"",""261115000"",""false"",""261115000"",""false"",""0"",""false"",,""201113166.217"",""201113166.217"",""0"",""false"",""true"","
"C,""A"",""20190101"",""2019"",""52"",""2019"",""288"",""GHA"",""Ghana"",""X"",""Export"",""156"",""CHN"",""China"",""0"",""W00"",""World"",""H5"",""HS"",""true"",""270900"",""Oils petroleum oils and oils obtained from bituminous minerals, crude"",""6"",""true"",""C00"",""TOTAL CPC"",""0"",""0"",""TOTAL MOT"",""8"",""kg"",""2498227300"",""false"",""8"",""kg"",""2498227300"",""false"",""2498227300"",""false"",""0"",""false"",,""2376380429.336"",""2376380429.336"",""0"",""false"",""true"","
"C,""A"",""20190101"",""2019"",""52"",""2019"",""288"",""GHA"",""Ghana"",""X"",""Export"",""251"",""FRA"",""France"",""0"",""W00"",""World"",""H5"",""HS"",""true"",""270900"",""Oils petroleum oils and oils obtained from bituminous minerals, crude"",""6"",""true"",""C00"",""TOTAL CPC"",""0"",""0"",""TOTAL MOT"",""8"",""kg"",""264242300"",""false"",""8"",""kg"",""264242300"",""false"",""264242300"",""false"",""0"",""false"",,""172077999.231"",""172077999.231"",""0"",""false"",""true"","
"C,""A"",""20190101"",""2019"",""52"",""2019"",""288"",""GHA"",""Ghana"",""X"",""Export"",""380"",""ITA"",""Italy"",""0"",""W00"",""World"",""H5"",""HS"",""true"",""270900"",""Oils petroleum oils and oils obtained from bituminous minerals, crude"",""6"",""true"",""C00"",""TOTAL CPC"",""0"",""0"",""TOTAL MOT"",""8"",""kg"",""266739839"",""false"",""8"",""kg"",""266739839"",""false"",""266739839"",""false"",""0"",""false"",,""185122428.504"",""185122428.504"",""0"",""false"",""true"","
"C,""A"",""20190101"",""2019"",""52"",""2019"",""288"",""GHA"",""Ghana"",""X"",""Export"",""528"",""NLD"",""Netherlands"",""0"",""W00"",""World"",""H5"",""HS"",""true"",""270900"",""Oils petroleum oils and oils obtained from bituminous minerals, crude"",""6"",""true"",""C00"",""TOTAL CPC"",""0"",""0"",""TOTAL MOT"",""8"",""kg"",""281036911"",""false"",""8"",""kg"",""281036911"",""false"",""281036911"",""false"",""0"",""false"",,""197448694.624"",""197448694.624"",""0"",""false"",""true"","
"C,""A"",""20190101"",""2019"",""52"",""2019"",""288"",""GHA"",""Ghana"",""X"",""Export"",""579"",""NOR"",""Norway"",""0"",""W00"",""World"",""H5"",""HS"",""true"",""270900"",""Oils petroleum oils and oils obtained from bituminous minerals, crude"",""6"",""true"",""C00"",""TOTAL CPC"",""0"",""0"",""TOTAL MOT"",""8"",""kg"",""71"",""false"",""8"",""kg"",""71"",""false"",""71"",""false"",""0"",""false"",,""556.813"",""556.813"",""0"",""false"",""true"","
"C,""A"",""20190101"",""2019"",""52"",""2019"",""288"",""GHA"",""Ghana"",""X"",""Export"",""620"",""PRT"",""Portugal"",""0"",""W00"",""World"",""H5"",""HS"",""true"",""270900"",""Oils petroleum oils and oils obtained from bituminous minerals, crude"",""6"",""true"",""C00"",""TOTAL CPC"",""0"",""0"",""TOTAL MOT"",""8"",""kg"",""126276000"",""false"",""8"",""kg"",""126276000"",""false"",""126276000"",""false"",""0"",""false"",,""63680440.403"",""63680440.403"",""0"",""false"",""true"","
"C,""A"",""20190101"",""2019"",""52"",""2019"",""288"",""GHA"",""Ghana"",""X"",""Export"",""699"",""IND"",""India"",""0"",""W00"",""World"",""H5"",""HS"",""true"",""270900"",""Oils petroleum oils and oils obtained from bituminous minerals, crude"",""6"",""true"",""C00"",""TOTAL CPC"",""0"",""0"",""TOTAL MOT"",""8"",""kg"",""900782000"",""false"",""8"",""kg"",""900782000"",""false"",""900782000"",""false"",""0"",""false"",,""409213110.128"",""409213110.128"",""0"",""false"",""true"","
"C,""A"",""20190101"",""2019"",""52"",""2019"",""288"",""GHA"",""Ghana"",""X"",""Export"",""710"",""ZAF"",""South Africa"",""0"",""W00"",""World"",""H5"",""HS"",""true"",""270900"",""Oils petroleum oils and oils obtained from bituminous minerals, crude"",""6"",""true"",""C00"",""TOTAL CPC"",""0"",""0"",""TOTAL MOT"",""8"",""kg"",""1325018700"",""false"",""8"",""kg"",""1325018700"",""false"",""1325018700"",""false"",""0"",""false"",,""903373960.687"",""903373960.687"",""0"",""false"",""true"","
"C,""A"",""20190101"",""2019"",""52"",""2019"",""288"",""GHA"",""Ghana"",""X"",""Export"",""757"",""CHE"",""Switzerland"",""0"",""W00"",""World"",""H5"",""HS"",""true"",""270900"",""Oils petroleum oils and oils obtained from bituminous minerals, crude"",""6"",""true"",""C00"",""TOTAL CPC"",""0"",""0"",""TOTAL MOT"",""8"",""kg"",""126276000"",""false"",""8"",""kg"",""126276000"",""false"",""126276000"",""false"",""0"",""false"",,""63680440.403"",""63680440.403"",""0"",""false"",""true"","
"C,""A"",""20190101"",""2019"",""52"",""2019"",""288"",""GHA"",""Ghana"",""X"",""Export"",""764"",""THA"",""Thailand"",""0"",""W00"",""World"",""H5"",""HS"",""true"",""270900"",""Oils petroleum oils and oils obtained from bituminous minerals, crude"",""6"",""true"",""C00"",""TOTAL CPC"",""0"",""0"",""TOTAL MOT"",""8"",""kg"",""132171000"",""false"",""8"",""kg"",""132171000"",""false"",""132171000"",""false"",""0"",""false"",,""66763502.328"",""66763502.328"",""0"",""false"",""true"","
"C,""A"",""20190101"",""2019"",""52"",""2019"",""288"",""GHA"",""Ghana"",""X"",""Export"",""826"",""GBR"",""United Kingdom"",""0"",""W00"",""World"",""H5"",""HS"",""true"",""270900"",""Oils petroleum oils and oils obtained from bituminous minerals, crude"",""6"",""true"",""C00"",""TOTAL CPC"",""0"",""0"",""TOTAL MOT"",""8"",""kg"",""399879279"",""false"",""8"",""kg"",""399879279"",""false"",""399879279"",""false"",""0"",""false"",,""241901848.199"",""241901848.199"",""0"",""false"",""true"","
"C,""A"",""20190101"",""2019"",""52"",""2019"",""288"",""GHA"",""Ghana"",""X"",""Export"",""842"",""USA"",""USA"",""0"",""W00"",""World"",""H5"",""HS"",""true"",""270900"",""Oils petroleum oils and oils obtained from bituminous minerals, crude"",""6"",""true"",""C00"",""TOTAL CPC"",""0"",""0"",""TOTAL MOT"",""8"",""kg"",""649024389"",""false"",""8"",""kg"",""649024389"",""false"",""649024389"",""false"",""0"",""false"",,""370932192.955"",""370932192.955"",""0"",""false"",""true"","
"C,""A"",""20190101"",""2019"",""52"",""2019"",""300"",""GRC"",""Greece"",""X"",""Export"",""0"",""W00"",""World"",""0"",""W00"",""World"",""H5"",""HS"",""true"",""270900"",""Oils petroleum oils and oils obtained from bituminous minerals, crude"",""6"",""true"",""C00"",""TOTAL CPC"",""0"",""0"",""TOTAL MOT"",""8"",""kg"",""166786522.746"",""true"",""-1"",""N/A"",""0"",""false"",,""true"",""0"",""false"",,""75232105.292"",""75232105.292"",""6"",""false"",""true"","
"C,""A"",""20190101"",""2019"",""52"",""2019"",""300"",""GRC"",""Greece"",""X"",""Export"",""100"",""BGR"",""Bulgaria"",""0"",""W00"",""World"",""H5"",""HS"",""true"",""270900"",""Oils petroleum oils and oils obtained from bituminous minerals, crude"",""6"",""true"",""C00"",""TOTAL CPC"",""0"",""0"",""TOTAL MOT"",""8"",""kg"",""126299600"",""false"",""8"",""kg"",""126299600"",""false"",""126299600"",""false"",""0"",""false"",,""53622647.636"",""53622647.636"",""0"",""false"",""true"","
"C,""A"",""20190101"",""2019"",""52"",""2019"",""300"",""GRC"",""Greece"",""X"",""Export"",""276"",""DEU"",""Germany"",""0"",""W00"",""World"",""H5"",""HS"",""true"",""270900"",""Oils petroleum oils and oils obtained from bituminous minerals, crude"",""6"",""true"",""C00"",""TOTAL CPC"",""0"",""0"",""TOTAL MOT"",""8"",""kg"",""3722.746"",""true"",""-1"",""N/A"",""0"",""false"",,""true"",""0"",""false"",,""1679.213"",""1679.213"",""6"",""false"",""true"","
"C,""A"",""20190101"",""2019"",""52"",""2019"",""300"",""GRC"",""Greece"",""X"",""Export"",""380"",""ITA"",""Italy"",""0"",""W00"",""World"",""H5"",""HS"",""true"",""270900"",""Oils petroleum oils and oils obtained from bituminous minerals, crude"",""6"",""true"",""C00"",""TOTAL CPC"",""0"",""0"",""TOTAL MOT"",""8"",""kg"",""40482800"",""false"",""8"",""kg"",""40482800"",""false"",""40482800"",""false"",""0"",""false"",,""21606733.974"",""21606733.974"",""0"",""false"",""true"","
"C,""A"",""20190101"",""2019"",""52"",""2019"",""300"",""GRC"",""Greece"",""X"",""Export"",""642"",""ROU"",""Romania"",""0"",""W00"",""World"",""H5"",""HS"",""true"",""270900"",""Oils petroleum oils and oils obtained from bituminous minerals, crude"",""6"",""true"",""C00"",""TOTAL CPC"",""0"",""0"",""TOTAL MOT"",""8"",""kg"",""400"",""false"",""8"",""kg"",""400"",""false"",""400"",""false"",""0"",""false"",,""1044.47"",""1044.47"",""0"",""false"",""true"","
"C,""A"",""20190101"",""2019"",""52"",""2019"",""320"",""GTM"",""Guatemala"",""X"",""Export"",""0"",""W00"",""World"",""0"",""W00"",""World"",""H5"",""HS"",""true"",""270900"",""Oils petroleum oils and oils obtained from bituminous minerals, crude"",""6"",""true"",""C00"",""TOTAL CPC"",""0"",""0"",""TOTAL MOT"",""8"",""kg"",""306429078.502"",""true"",""-1"",""N/A"",""0"",""false"",,""true"",""0"",""false"",,""114346859"",""114346859"",""6"",""false"",""true"","
"C,""A"",""20190101"",""2019"",""52"",""2019"",""320"",""GTM"",""Guatemala"",""X"",""Export"",""222"",""SLV"",""El Salvador"",""0"",""W00"",""World"",""H5"",""HS"",""true"",""270900"",""Oils petroleum oils and oils obtained from bituminous minerals, crude"",""6"",""true"",""C00"",""TOTAL CPC"",""0"",""0"",""TOTAL MOT"",""8"",""kg"",""134"",""false"",""8"",""kg"",""134"",""false"",""134"",""false"",""0"",""false"",,""2182"",""2182"",""0"",""true"",""false"","
"C,""A"",""20190101"",""2019"",""52"",""2019"",""320"",""GTM"",""Guatemala"",""X"",""Export"",""558"",""NIC"",""Nicaragua"",""0"",""W00"",""World"",""H5"",""HS"",""true"",""270900"",""Oils petroleum oils and oils obtained from bituminous minerals, crude"",""6"",""true"",""C00"",""TOTAL CPC"",""0"",""0"",""TOTAL MOT"",""8"",""kg"",""7436.502"",""true"",""-1"",""N/A"",""0"",""false"",,""true"",""0"",""false"",,""2775"",""2775"",""6"",""true"",""false"","
"C,""A"",""20190101"",""2019"",""52"",""2019"",""320"",""GTM"",""Guatemala"",""X"",""Export"",""591"",""PAN"",""Panama"",""0"",""W00"",""World"",""H5"",""HS"",""true"",""270900"",""Oils petroleum oils and oils obtained from bituminous minerals, crude"",""6"",""true"",""C00"",""TOTAL CPC"",""0"",""0"",""TOTAL MOT"",""8"",""kg"",""8"",""false"",""8"",""kg"",""8"",""false"",""8"",""false"",""0"",""false"",,""10"",""10"",""0"",""true"",""false"","
"C,""A"",""20190101"",""2019"",""52"",""2019"",""320"",""GTM"",""Guatemala"",""X"",""Export"",""842"",""USA"",""USA"",""0"",""W00"",""World"",""H5"",""HS"",""true"",""270900"",""Oils petroleum oils and oils obtained from bituminous minerals, crude"",""6"",""true"",""C00"",""TOTAL CPC"",""0"",""0"",""TOTAL MOT"",""8"",""kg"",""306421500"",""false"",""8"",""kg"",""306421500"",""false"",""306421500"",""false"",""0"",""false"",,""114341892"",""114341892"",""0"",""true"",""false"","
"C,""A"",""20190101"",""2019"",""52"",""2019"",""348"",""HUN"",""Hungary"",""X"",""Export"",""0"",""W00"",""World"",""0"",""W00"",""World"",""H5"",""HS"",""true"",""270900"",""Oils petroleum oils and oils obtained from bituminous minerals, crude"",""6"",""true"",""C00"",""TOTAL CPC"",""0"",""0"",""TOTAL MOT"",""8"",""kg"",""104536937"",""false"",""8"",""kg"",""104536937"",""false"",""104536937"",""false"",""0"",""false"",,""48854265"",""48854265"",""0"",""false"",""true"","
"C,""A"",""20190101"",""2019"",""52"",""2019"",""348"",""HUN"",""Hungary"",""X"",""Export"",""191"",""HRV"",""Croatia"",""0"",""W00"",""World"",""H5"",""HS"",""true"",""270900"",""Oils petroleum oils and oils obtained from bituminous minerals, crude"",""6"",""true"",""C00"",""TOTAL CPC"",""0"",""0"",""TOTAL MOT"",""8"",""kg"",""3334500"",""false"",""8"",""kg"",""3334500"",""false"",""3334500"",""false"",""0"",""false"",,""1562640"",""1562640"",""0"",""false"",""true"","
"C,""A"",""20190101"",""2019"",""52"",""2019"",""348"",""HUN"",""Hungary"",""X"",""Export"",""203"",""CZE"",""Czechia"",""0"",""W00"",""World"",""H5"",""HS"",""true"",""270900"",""Oils petroleum oils and oils obtained from bituminous minerals, crude"",""6"",""true"",""C00"",""TOTAL CPC"",""0"",""0"",""TOTAL MOT"",""8"",""kg"",""9166208"",""false"",""8"",""kg"",""9166208"",""false"",""9166208"",""false"",""0"",""false"",,""4332393"",""4332393"",""0"",""false"",""true"","
"C,""A"",""20190101"",""2019"",""52"",""2019"",""348"",""HUN"",""Hungary"",""X"",""Export"",""688"",""SRB"",""Serbia"",""0"",""W00"",""World"",""H5"",""HS"",""true"",""270900"",""Oils petroleum oils and oils obtained from bituminous minerals, crude"",""6"",""true"",""C00"",""TOTAL CPC"",""0"",""0"",""TOTAL MOT"",""8"",""kg"",""184629"",""false"",""8"",""kg"",""184629"",""false"",""184629"",""false"",""0"",""false"",,""106897"",""106897"",""0"",""false"",""true"","
"C,""A"",""20190101"",""2019"",""52"",""2019"",""348"",""HUN"",""Hungary"",""X"",""Export"",""703"",""SVK"",""Slovakia"",""0"",""W00"",""World"",""H5"",""HS"",""true"",""270900"",""Oils petroleum oils and oils obtained from bituminous minerals, crude"",""6"",""true"",""C00"",""TOTAL CPC"",""0"",""0"",""TOTAL MOT"",""8"",""kg"",""58523000"",""false"",""8"",""kg"",""58523000"",""false"",""58523000"",""false"",""0"",""false"",,""27127976"",""27127976"",""0"",""false"",""true"","
"C,""A"",""20190101"",""2019"",""52"",""2019"",""348"",""HUN"",""Hungary"",""X"",""Export"",""826"",""GBR"",""United Kingdom"",""0"",""W00"",""World"",""H5"",""HS"",""true"",""270900"",""Oils petroleum oils and oils obtained from bituminous minerals, crude"",""6"",""true"",""C00"",""TOTAL CPC"",""0"",""0"",""TOTAL MOT"",""8"",""kg"",""33328600"",""false"",""8"",""kg"",""33328600"",""false"",""33328600"",""false"",""0"",""false"",,""15724359"",""15724359"",""0"",""false"",""true"","
